PORTLAND TRAILBLAZERS Media Delivery,,SYNC COMPLETE,CONTENT ERRORS,,FUSE PROGRAMMER,,,PROGRAMMING IN PROGRESS,,,HUD,,,,RETURN TO INDEX,,,,,,,,,,,,,,,,,,,,,,,
CATEGORY,LOOK IDENTIFIER #,File Name,File Version,Notes,Version,Bank,Slot ,Mapping #,"Mapping 
Code",File Length,Play Mode,Error Flag,Midi Button,Notes to Kerstin,General/Show Call Notes,Upversioned Date,Folder,Look,File Path,Error Flag,Format,Codec_ID,Duration,Bit Rate,Width,Height,Aspect Ratio,Frame Rate Mode,Frame Rate,Stream Size,"Audio For,at",Audio Format/Settings,Audio Codec ID,Audio Duration,Audio Channels,Audio Channel Layout,Audio Sampling Rate,Audio Bit Depth
,,018_PORArenaOpen_SCB_V01.mov,1,,99,173,018,017,SCB,,,-F,,Missing in d3,,,173_POR_Image_2,01_ArenaOpen,\173_POR_Image_2\01_ArenaOpen\018_PORArenaOpen_SCB_V01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
,02_CountdownVSHOU,028_CountdownVSHOU_SCB_V01.mov,1,,99,173,028,017,SCB,,,-F,,Missing in d3,During 90 sec clock after intros ,,173_POR_Image_2,02_CountdownVSHOU,\173_POR_Image_2\02_CountdownVSHOU\028_CountdownVSHOU_SCB_V01.mov,-F,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File,No File
174_POR_Video,,,,,,,,,,,,-,,,,,174_POR_Video,02_CountdownVSHOU,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
175_POR_Misc,,,,,,,,,,,,-,,,,,175_POR_Misc,02_CountdownVSHOU,Skip,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
176_POR_Intros_1,01_IntroAdams,010_IntroAdams_AUDIO_v01.mov,1,,1,176,010,024,AUDIO,7.93s,,-,11,,All one shot audio ,,176_POR_Intros_1,01_IntroAdams,\176_POR_Intros_1\01_IntroAdams\010_IntroAdams_AUDIO_v01.mov,-,nclc,nclc,7942,70729,16,16,1.000,CFR,29.970,1636644,PCM,Little / Signed,sowt,7942,2,L R,48000,16
,,011_IntroAdams_AUD_F_v01.mov,1,,1,176,011,001,AUD_F,10s,,-,11,,,,176_POR_Intros_1,01_IntroAdams,\176_POR_Intros_1\01_IntroAdams\011_IntroAdams_AUD_F_v01.mov,-,nclc,nclc,10010,3405962645,10160,1600,6.350,CFR,29.970,4264065503,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,014_IntroAdams_RIB_F_v01.mov,1,,1,176,014,010,RIB_F,10s,,-,11,,,,176_POR_Intros_1,01_IntroAdams,\176_POR_Intros_1\01_IntroAdams\014_IntroAdams_RIB_F_v01.mov,-,nclc,nclc,10010,248458301,9504,144,66.000,CFR,29.970,313216634,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,,018_IntroAdams_SCB_v01.mov,1,,1,176,018,017,SCB,10s,,-,11,,,,176_POR_Intros_1,01_IntroAdams,\176_POR_Intros_1\01_IntroAdams\018_IntroAdams_SCB_v01.mov,-,nclc,nclc,10010,464632215,1920,1080,1.778,CFR,29.970,583601212,PCM,Little / Signed,sowt,10010,2,L R,44100,16
,02_IntroAnthony,020_IntroAnthony_AUDIO_v01.mov,1,,1,176,020,024,AUDIO,8.87s,,-,1,,,,176_POR_Intros_1,02_IntroAnthony,\176_POR_Intros_1\02_IntroAnthony\020_IntroAnthony_AUDIO_v01.mov,-,nclc,nclc,8876,70729,16,16,1.000,CFR,29.970,1825566,PCM,Little / Signed,sowt,8876,2,L R,48000,16
,,021_IntroAnthony_AUD_F_v01.mov,1,,1,176,021,001,AUD_F,10s,,-,1,,,,176_POR_Intros_1,02_IntroAnthony,\176_POR_Intros_1\02_IntroAnthony\021_IntroAnthony_AUD_F_v01.mov,-,nclc,nclc,10010,3422589973,10160,1600,6.350,CFR,29.970,4284819942,PCM,Little / Signed,sowt,10010,2,L R,44100,16
